timestamp,open,high,low,close,volume
2025-04-28 21:45:00,94373.8,94383.8,94360,94373.9,15.16697022
2025-04-28 21:50:00,94373.9,94549.9,94373.8,94494.4,9.03790992
2025-04-28 21:55:00,94493.9,94554,94493.6,94552,2.57366073
2025-04-28 22:00:00,94552.1,94612.7,94484,94554.1,18.34614956
2025-04-28 22:05:00,94554.1,94710.1,94522.2,94639.6,11.17938633
2025-04-28 22:10:00,94639.6,94671,94562.7,94630.4,7.45275144
2025-04-28 22:15:00,94630.4,94701.7,94516,94516.1,6.89323436
2025-04-28 22:20:00,94516,94552,94473.6,94551.9,5.79513965
2025-04-28 22:25:00,94552,94575.3,94502,94519.7,5.57995656
2025-04-28 22:30:00,94519.5,94643.9,94483.3,94608.7,4.92259488
2025-04-28 22:35:00,94609.3,94699.9,94597.7,94658,2.4281032
2025-04-28 22:40:00,94658,94670.2,94584,94634.8,9.67587599
2025-04-28 22:45:00,94635.9,94807.9,94635.9,94786,79.81093565
2025-04-28 22:50:00,94787.2,94899.9,94787.2,94887.7,64.34007031
2025-04-28 22:55:00,94887.7,94899.1,94764,94827.9,71.08337213
2025-04-28 23:00:00,94827.5,94924.8,94794.5,94907.7,11.47875666
2025-04-28 23:05:00,94907.7,94992.5,94904.1,94984.8,12.70073619
2025-04-28 23:10:00,94984.7,95000,94957.2,94991.8,24.31348442
2025-04-28 23:15:00,94991.8,95093,94906.6,94980.7,39.59942357
2025-04-28 23:20:00,94980.7,95055.9,94968.7,95000,11.44955238
2025-04-28 23:25:00,95000,95122,95000,95068.4,22.21343879
2025-04-28 23:30:00,95068.5,95136,95036.1,95117.2,11.0015997
2025-04-28 23:35:00,95117.1,95178,95099.1,95110,18.503589
2025-04-28 23:40:00,95109.9,95173.9,95100,95100.1,10.6707994
2025-04-28 23:45:00,95100,95117.9,94969.6,94969.6,34.72061831
2025-04-28 23:50:00,94969.6,95049.1,94923.2,95026.1,37.71286497
2025-04-28 23:55:00,95023.4,95042.7,94935.6,95014.6,7.26659801
2025-04-29 00:00:00,95014.6,95025,94925.1,94925.1,16.66749708
2025-04-29 00:05:00,94925,94949.9,94888,94912.7,8.19211029
2025-04-29 00:10:00,94912.6,94938,94839.4,94856.5,23.84013717
2025-04-29 00:15:00,94858,94890,94820,94861.9,7.80751197
2025-04-29 00:20:00,94862,95039.9,94860,95039.9,6.24179529
2025-04-29 00:25:00,95039.9,95114,94992.5,95028.1,11.31740381
2025-04-29 00:30:00,95030,95110,94956.3,94969.9,12.45337055
2025-04-29 00:35:00,94969.9,95090,94965.3,95089.9,5.69699587
2025-04-29 00:40:00,95090,95184.9,95014,95173,16.67785257
2025-04-29 00:45:00,95172.1,95234.7,94913.8,94962.2,111.8036749
2025-04-29 00:50:00,94962.2,95052.3,94926,95001.9,27.18250562
2025-04-29 00:55:00,95001.9,95072.5,94971.2,95052.1,17.28835913
2025-04-29 01:00:00,95052.1,95141.5,94969.9,95102.9,13.66011396
2025-04-29 01:05:00,95102.4,95238.3,95102.4,95234.6,19.03018643
2025-04-29 01:10:00,95234.7,95402.2,95014,95031.8,56.96655013
2025-04-29 01:15:00,95031.9,95037.7,94732,94906,117.24768693
2025-04-29 01:20:00,94906,95047.2,94866.1,95047.2,11.1281573
2025-04-29 01:25:00,95047.2,95047.2,94948.9,95010,12.10819355
2025-04-29 01:30:00,95010,95055.3,94940.7,95037.6,13.84755086
2025-04-29 01:35:00,95037.6,95350,95025.7,95265.7,19.20766707
2025-04-29 01:40:00,95265.8,95302,95231.1,95248.3,41.75339433
2025-04-29 01:45:00,95248.4,95465.2,95162,95245.9,35.54479813
2025-04-29 01:50:00,95245.9,95298.3,94980.1,94997.4,37.21326888
2025-04-29 01:55:00,94997.4,95000,94840,94851.2,49.77630893
2025-04-29 02:00:00,94851.3,94924.5,94635.5,94737.9,59.48208655
2025-04-29 02:05:00,94737.9,94782.7,94610.3,94683.5,66.03275256
2025-04-29 02:10:00,94683.9,94819.9,94681.3,94815.4,27.09842563
2025-04-29 02:15:00,94812.7,94837.9,94727.2,94786,16.93379784
2025-04-29 02:20:00,94786,94848,94635,94704.6,11.11932476
2025-04-29 02:25:00,94704.5,94842.8,94704.5,94816,4.14994018
2025-04-29 02:30:00,94816,94894.1,94752,94894.1,22.89608921
2025-04-29 02:35:00,94894.5,94933.9,94842.1,94919.9,27.33552873
2025-04-29 02:40:00,94919.9,94964.3,94726.5,94750,29.01781319
2025-04-29 02:45:00,94750,94750,94604.2,94618.7,18.41796566
2025-04-29 02:50:00,94616.1,94643.7,94500.1,94558.6,33.79122893
2025-04-29 02:55:00,94558.7,94661.5,94558.4,94616.8,8.11235453
2025-04-29 03:00:00,94619,94724.5,94532.1,94562.1,18.72775548
2025-04-29 03:05:00,94562.1,94620.9,94540,94594.9,6.8053273
2025-04-29 03:10:00,94594.9,94608.2,94440,94470.7,22.54824643
2025-04-29 03:15:00,94468,94594.9,94467.9,94525,6.72934338
2025-04-29 03:20:00,94525.1,94668.3,94514.1,94657,4.46622867
2025-04-29 03:25:00,94657,94741,94650,94650,9.05501771
2025-04-29 03:30:00,94650,94745,94649.2,94711.2,5.9870922
2025-04-29 03:35:00,94711.9,94732.9,94666,94724,4.14854655
2025-04-29 03:40:00,94725.4,94754,94672.1,94738.2,8.34990157
2025-04-29 03:45:00,94739.8,94778.9,94732,94776.1,7.99248035
2025-04-29 03:50:00,94776.1,94798,94688,94739.9,17.1294722
2025-04-29 03:55:00,94739.9,94806,94638,94655.8,13.690837
2025-04-29 04:00:00,94655.9,94676.4,94535.1,94555.1,7.61290457
2025-04-29 04:05:00,94555.1,94690,94534.3,94690,10.35535292
2025-04-29 04:10:00,94690.3,94790.6,94690.3,94740.4,3.31671491
2025-04-29 04:15:00,94740.5,94776.2,94701.3,94744,5.1917985
2025-04-29 04:20:00,94744.1,94795.6,94744.1,94758.6,1.28222458
2025-04-29 04:25:00,94757.9,94869.9,94742.7,94857.8,7.46399715
2025-04-29 04:30:00,94857.9,94870,94799.8,94804.1,3.24623636
2025-04-29 04:35:00,94804,94807.1,94714.4,94737.9,3.76977611
2025-04-29 04:40:00,94737.9,94742.9,94502.4,94533.3,36.75299671
2025-04-29 04:45:00,94535.2,94536,94384,94443.9,32.15392908
2025-04-29 04:50:00,94442.8,94473.5,94332.1,94401.9,33.20954817
2025-04-29 04:55:00,94402,94438,94308,94362.6,14.63228832
2025-04-29 05:00:00,94362.6,94402.5,94257,94278,24.67662096
2025-04-29 05:05:00,94278,94386.7,94234.8,94354,11.79508895
2025-04-29 05:10:00,94352.3,94379.9,94200,94232,10.77181771
2025-04-29 05:15:00,94232,94334,94215.9,94287.1,8.63546057
2025-04-29 05:20:00,94289.9,94360,94251.7,94360,6.05292101
2025-04-29 05:25:00,94360,94430,94340.7,94356.1,52.06939472
2025-04-29 05:30:00,94356.2,94425.8,94310.4,94377.7,16.14028473
2025-04-29 05:35:00,94377.8,94393.2,94278.1,94278.1,5.24289014
2025-04-29 05:40:00,94278.1,94279.1,94208,94236.4,10.63954964
2025-04-29 05:45:00,94236.4,94298.7,94229.9,94240.7,5.08588691
2025-04-29 05:50:00,94241.4,94324.5,94225,94291.5,5.25460552
2025-04-29 05:55:00,94291.6,94360,94260.7,94286.4,6.23154342
2025-04-29 06:00:00,94286.4,94452.7,94265.8,94444,6.18431442
