timestamp,open,high,low,close,volume
2025-04-18 04:59:20.960,84668,84745.5,84520,84741.9,120.26178973
2025-04-18 06:00:30.976,84741.9,84788.9,84589.2,84719.8,150.31617761
2025-04-18 06:59:29.920,84719.8,84736,84409,84666.1,243.30609264
2025-04-18 08:00:39.936,84666.1,84774.5,84606.1,84653.2,91.29351746
2025-04-18 08:59:38.880,84653.3,84654,84522.1,84553.6,56.83259882
2025-04-18 10:00:48.896,84553.7,84662.1,84493.8,84532.7,63.69766877
2025-04-18 10:59:47.840,84532.7,84679.5,84476.1,84670.1,56.78748917
2025-04-18 12:00:57.856,84670.1,84771.9,84571.5,84647.2,67.60635306
2025-04-18 12:59:56.800,84647.2,84647.2,84478.2,84568.9,184.00452264
2025-04-18 13:58:55.744,84568.9,84621.3,84382.1,84585.9,163.07239484
2025-04-18 15:00:05.760,84586,84615.3,84335,84375.2,113.88883918
2025-04-18 15:59:04.704,84375.2,84554,84300,84484.8,71.67509867
2025-04-18 17:00:14.720,84484.8,84600,84388.1,84572.3,56.22304709
2025-04-18 17:59:13.664,84572.4,84662.3,84507.1,84622,55.10349529
2025-04-18 19:00:23.680,84622.1,84646.9,84518.2,84570.9,32.08572576
2025-04-18 19:59:22.624,84571,84633.3,84468,84512.1,39.96680278
2025-04-18 21:00:32.640,84512.1,84690.3,84484.3,84632.2,76.42418858
2025-04-18 21:59:31.584,84633.3,84649.9,84425.8,84533.6,92.47074984
2025-04-18 23:00:41.600,84533.7,84533.7,84348,84468.6,147.06475789
2025-04-18 23:59:40.544,84468.6,84493.9,84370,84438.2,57.59520172
2025-04-19 01:00:50.560,84438.3,84600,84424,84545.8,70.33110917
2025-04-19 01:59:49.504,84545.8,84824.5,84500,84784,135.17403956
2025-04-19 03:00:59.520,84784,85000,84736,84881.1,780.21496526
2025-04-19 03:59:58.464,84881.2,85268.5,84881.2,85023.9,241.73419646
2025-04-19 04:58:57.408,85024,85183.7,84993,85075.1,115.21013521
2025-04-19 06:00:07.424,85075.2,85103,84887.8,84918.1,85.77771782
2025-04-19 06:59:06.368,84918,85266.6,84918,85217.8,192.83701879
2025-04-19 08:00:16.384,85217.9,85398,85109.8,85319.6,161.87210279
2025-04-19 08:59:15.328,85318.1,85465,85222.9,85342.2,590.91771848
2025-04-19 10:00:25.344,85342.3,85355.8,85164.3,85260,90.17321725
2025-04-19 10:59:24.288,85260,85289,85130,85225.9,63.88648966
2025-04-19 12:00:34.304,85226,85329,85205,85294.1,51.41547048
